Document_ID,Docket_ID,Document_Title,Petitioner,FDA_Center,Decision,Enhanced_Category,Confidence,Key_Phrases,Rationale_Text,Document_Link
FDA-2000-P-0252-0013,FDA-2000-P-0252,Petition Denial Response Letter from FDA CDRH to B,FDA CDRH to B,CDRH,Denied,Procedural - Administrative Deficiency,medium,submission,"safety and effectiveness and that devoting agency review resources to such submissions would not advance its public health mission. See 61 FR 1117 (January 16, 1996). Without disturbing FDA's authority under section 513(d)(2)(A), Congress subsequently created an express presumption in law that submission of a 5 lO(k) is not necessary to assure the safety and effectiveness of most class I devices. Thus, under section 510(1), class I devices are not subject to premarket notification requirements unless FDA concludes that they are ""intended for a use which is of substantial importance in preventing the impairment of human health,"" or ""present a potential unreasonable risk of illness or injury."" See FDCA § 510(1), 21 U.S.C. § 360(1). Your petition asks the agency to undertake rulemaking that would require the submission of 51 O(k)s for all members of the reprocessed subset of this generic device type. You contend specifically that reprocessed non-electric biopsy forceps intended for use in gastroenterology/urology (G/U) presen",https://www.regulations.gov/document/FDA-2000-P-0252-0013
FDA-2008-P-0452-0011,FDA-2008-P-0452,Citizen Petition Denial Response Letter from FDA C,FDA C,,Denied,Procedural - Administrative Deficiency,high,"21 cfr 10, cfr 10, regulation","Code of Federal Regulations (""CFR"") 10.30(e)(3), because the limited relevant evidence submitted in the petition and the petition supplement does not provide sufficient grounds for the Agency to revoke the soy protein and coronary heart disease (""CHD"") health claim at this time. In order for the Agency to support an action to revoke the 1999 Final Rule, the Agency would first need to evaluate the totality of publicly available scientific evidence to determine whether there is no longer significant scientific agreement to support the soy protein and CHD health claim (see section 403(r)(3)(B)(i) [21 U.S.C. 343(r)(3)(B)(i)]). Contrary to your representations, you have not presented sufficient data to FDA to demonstrate that the significant scientific agreement standard has not been met for this health claim. E.g., Petition at 1, FDA also denies your request for a hearing. Under 21 CFR 10.30(h), we may use a number of procedures in the review of a petition, including a meeting, a Federal Register notice requesting 1 The petit",https://www.regulations.gov/document/FDA-2008-P-0452-0011
FDA-2011-P-0642-0016,FDA-2011-P-0642,Final Response from FDA CDER to Center for Inquiry,FDA CDER to Center for Inquiry,CDER,Denied,Procedural - Premature/Pending,medium,before,"tion 201(p) of the FD&C Act). Under the OTC Drug Review, FDA makes GRAS/E determinations for nonprescription drugs marketed without an approved drug application (see section 505G of the FD&C Act; 21 CFR Part 330). FDA has not reviewed any homeopathic drug products under the OTC Drug Review because the Agency 2 For purposes of this response, we refer to a 'homeopathic drug product' as a drug product that is labeled as “homeopathic.” Docket No. FDA-2011-P-0642 3 placed homeopathic drug products in a separate category and deferred consideration of them (37 FR 9464 at 9466 (May 11, 1972)). Under section 505(a) of the FD&C Act (21 U.S.C. 355(a)), before any “new drug” is marketed, it must be the subject of an approved application submitted pursuant to section 505(b) or section 505(j) of the FD&C Act. The requirements in section 505 of the FD&C Act apply to biological products regulated under section 351 of the Public Health Service Act (PHS Act) (42 U.S.C. 262); howev",https://www.regulations.gov/document/FDA-2011-P-0642-0016
FDA-2011-P-0884-0003,FDA-2011-P-0884,FDA CDER to Lenard Thylan  Petition Denial,Lenard Thylan  Petition Denial,CDER,Denied,Procedural - Administrative Deficiency,medium,format,"d your Petition. For the reasons explained below, we are denying your Petition. Although we are denying your Petition, we recognize and appreciate your serious concerns about transitioning your medical therapy. Generally the most appropriate place for a patient to raise these types of concerns is with his or her healthcare provider. We therefore strongly recommend that you speak with your healthcare provider(s) as soon as possible regarding your treatment concerns. I. BACKGROUND A. Mebaral (Mephobarbital) and Lundbeck's Product Discontinuation Mebaral (mephobarbital) is a barbiturate with sedative, hypnotic, and anticonvulsant properties. According to its manufacturer, H. Lundbeck A/S (Lundbeck), it became available for use in 1935. 1 Lundbeck labeled Mebaral as ""indicated for use as a sedative for the relief of anxiety, tension, and apprehension, and as an anticonvulsant for the treatment of gran mal and petit mal I See ""Mebaral (mephobarbital tablets, USP) Product Discontinuation Information,"" available at http://www",https://www.regulations.gov/document/FDA-2011-P-0884-0003
FDA-2012-P-0146-0005,FDA-2012-P-0146,Denial letter from CFSAN FDA to Center for Science,CFSAN FDA to Center for Science,CFSAN,Denied,Other Denial Reason,low,,"(CFR), section 10.30(e)(3)(21 CFR §10.30(e)(3)), we are denying the petition for the reasons discussed more fully below. We have determined that a performance standard of non-detectable for V vulnificus in raw or processed raw molluscan shellfish is not warranted at this time. Identification and implementation of control measures that are effective in managing the risk of V vulnificus, increased focus on adherence to the control measures by the shellfish industry and states, and increased oversight by FDA have resulted in a significant reduction in oyster-associated V vulnificus illnesses since 2013. I. Discussion .. A. Vibrio vulnificus V vulnificus is a gram negative, aquatic bacterium that inhabits coastal ecosystems where filter- feeding bivalve mollusks, such as oysters, grow. 1 It is a naturally occurring organism. Proliferation of V. vulnificus in aquatic ecosystems is affected by environmental conditions, 1 For a fuller discussion of V. vulnificus, please see Food and Drug Administration. Bad Bug Book, Foodborne",https://www.regulations.gov/document/FDA-2012-P-0146-0005
FDA-2012-P-0963-0004,FDA-2012-P-0963,Final Response Letter from FDA CDRH to Charles J  ,FDA CDRH to Charles J,CDRH,Denied,Procedural - Administrative Deficiency,high,"administrative, regulation, format","rding the regulation of same. We have carefully reviewed your petition, and in accordance with 21 CFR § 10.30(e), and for the reasons set forth below, your petition is denied.' In accordance with 21 CFR § 10.25, an interested person may submit a citizen petition to FDA requesting that the Agency ""issue, amend, or revoke a regulation or order"" or ""take or refrain from taking any other form of administrative action."" ""[I]f the petition requests the Commissioner to issue, amend, or revoke a regulation,"" under 21 CFR § 10.30, it must also be in accordance with certain format requirements, among other things, including providing ""the exact wording of the existing regulation (if any) and the proposed regulation or amendment requested"" 1 Since you filed your petition in 2012, there have been changes to the Federal Food, Drug, and Cosmetic Act, namely section 520(o), as well as guidance documents and policy tools to help assist others with understanding whether software falls within the definition of device and FDA's approach to",https://www.regulations.gov/document/FDA-2012-P-0963-0004
FDA-2014-P-1256-0004,FDA-2014-P-1256,Response Letter from FDA CDER to Public Citizen s ,FDA CDER to Public Citizen s,CDER,Denied,Procedural - Administrative Deficiency,high,"administrative, format","atients, consumers, and industry are under active consideration in Congress. See generally Over- the-Counter Drug Safety, Innovation, and Reform Act, S. 2315, I I Sth Cong. (20 18); Over-the-Counter Monograph Safety, Innovation, and Reform Act, H.R. 5333, II Sth Con g. (20 18); Executive Session: S. 2315 and Other Legislation: Hearing of the S. Com in. on Health, Education, Labor & Pensions, II Sth Cong. (20 I 8); Executive Session: H.R. 5333 and Other Legislation: Hearing of the H. Comm. on Energy & Commerce, !15th Cong. (20 18). Generally, a feature that is common to these proposed legislative reforms is that they would transform FDA's system of regulating OTC drugs from a rulemaking paradigm to an administrative order process. 2 Docket No. FDA-2014-P-1256 Thus, to the extent your Petition requests that the Agency issue a new proposed rule in the first instance to address this risk, the Petition is denied. Nonetheless, FDA continues to actively review safety and effectiveness data, including information regarding the risk",https://www.regulations.gov/document/FDA-2014-P-1256-0004
FDA-2014-P-0112-0004,FDA-2014-P-0112,Final Response Letter from FDA CDRH to NadaChair R,FDA CDRH to NadaChair R,CDRH,Denied,Procedural - Administrative Deficiency,high,"21 cfr 10, cfr 10, regulation","ribed below, in accordance with 21 CFR 10.30(e), we are denying your petition. Requests for Action In your petition, you specifically request that FDA do the following: ""[U]n-register [Nada-Chair] and de-list all [Nada-Chair] products from those requiring registration or regulation under the statutes and provisions of the FDA. . . . To be fair and equitable, the Commissioner must either free [Nada-Chair] from the need for yearly registration and listing of its products or greatly expand [FDA's] regulatory reach to include a large industry and universe of products that have historically escaped FDA supervision and regulation.""1 11. Rationale for Decision Your request appears to ask that your firm and its products be excluded from FDA regulation, including annual registration and listing requirements. You further allege that your firm ""is being singled out and unfairly regulated by the FDA causing undue burden in the conduct of its business.""2 Under section 510(b)(2) of the Federal Food, Drug, and Cosmetic Act (FD&C Act) (",https://www.regulations.gov/document/FDA-2014-P-0112-0004
FDA-2016-P-1171-0017,FDA-2016-P-1171,Final Response Letter from FDA CFSAN to Earthjusti,FDA CFSAN to Earthjusti,CFSAN,Denied,Other Denial Reason,low,,"n: This letter responds to your petition for reconsideration dated June 21, 2022 (Petition for Reconsideration submitted by Katherine K. O’Brien, Earthjustice, et al., to the Division of Dockets Management, Food and Drug Administration (“Reconsideration Petition”)). The Reconsideration Petition requests that the Food and Drug Administration (FDA or we) reconsider our May 12, 2022, response denying a citizen petition submitted by you and others to FDA on April 16, 2016 (“Original Petition”). The Original Petition requested that FDA prohibit the use of eight ortho-phthalates in food and revoke the prior-sanctioned uses for five ortho-phthalates in food. Specifically, the Original Petition asked us to: A) Add a new section to Part 189 of Title 21 prohibiting the use of eight ortho-phthalates as food contact substances that the Consumer Products Safety Commission’s (CPSC) Chronic Health Advisory Panel on Phthalates (CHAP) concluded are unsafe or the evidence indicates developmental health effects are likely. These phtha",https://www.regulations.gov/document/FDA-2016-P-1171-0017
FDA-2016-P-3968-0137,FDA-2016-P-3968,Citizen Petition Response to the International Pro,the International Pro,,Denied,Procedural - Administrative Deficiency,medium,"regulation, enforcement discretion","2-3. In accordance with 21 C.F.R. § 10.30(e)(3), after careful review and consideration of the Petition, we are denying the specific request to amend the dietary supplement labeling regulations to require probiotic ingredients to be declared in terms of CFUs. We are denying the specific request because, as explained in more detail below, we do not think those actions are appropriate at this time. We have, however, issued a draft guidance for industry titled ""Policy Regarding Quantitative Labeling of Dietary Supplements Containing Live Microbials: Guidance for Industry,"" which explains FDA's intent to exercise enforcement discretion with respect to declaration of live microbial quantity in CFUs in addition to the quantitative amount by weight within the Supplement Facts label of dietary supplements containing live microbials, provided that certain specified conditions are met. I. Background Under section 403(q)(5)(F) and (s)(2)(A)(ii) of the Federal Food, Drug, and Cosmetic Act (the FD&C Act) (21 U.S.C. 343(q)(5)(F) and (s",https://www.regulations.gov/document/FDA-2016-P-3968-0137
FDA-2017-P-4575-0202,FDA-2017-P-4575,Response Letter to Unilever for a 1 year Extension,Unilever for a 1 year Extension,,Denied,Enforcement Discretion,high,"limited resources, priorities","ent due date (February 24, 2024) to complete our review of your health claim petition regarding vegetable oil and coronary heart disease risk. Although we have made good progress in evaluating your petition, we find it necessary to request this additional extension due to our limited resources and competing priorities, such as those emanating from the recent White House Conference on Hunger, Nutrition, and Health. However, responding to your petition also remains a high priority for us. With this 1-year extension, we will notify you by February 24, 2025, that a proposed rule to provide use of the health claim will be published in the Federal Register, or that your petition is denied. Unless an extension for reaching a decision about the petition is mutually agreed upon between FDA and the petitioner, the petition would be deemed denied. Please reply to this letter (email is acceptable) and let me know if Unilever agrees to the 1-year extension we are requesting. Thank you again for your continuing patience and considerat",https://www.regulations.gov/document/FDA-2017-P-4575-0202
FDA-2017-P-4575-0198,FDA-2017-P-4575,Response Letter to Unilever for a 1 year Extension,Unilever for a 1 year Extension,,Denied,Enforcement Discretion,high,"limited resources, priorities","ent due date (February 24, 2022) to complete our review of your health claim petition. Although we have made significant progress in evaluating your petition during the past year, we find it necessary to request this additional extension due to our limited resources and competing priorities. However, I assure you that responding to your petition is also a high priority for us. With this 1-year extension, we will notify you by February 24, 2023 that a proposed rule to provide use of the health claim will be published in the Federal Register, or that your petition is denied. Unless an extension for reaching a decision about the petition is mutually agreed upon between FDA and the petitioner, the petition would be deemed denied. Please reply to this letter (email is acceptable) and let me know if Unilever agrees to the 1-year extension we are requesting. Thank you again for your continuing patience and consideration. If you have any questions concerning the petition, please contact me at 240-402-2082. Sincerely, Mark A. Kan",https://www.regulations.gov/document/FDA-2017-P-4575-0198
FDA-2017-P-4575-0196,FDA-2017-P-4575,Response Letter to Unilever for a 1 year Extension,Unilever for a 1 year Extension,,Denied,Enforcement Discretion,high,"limited resources, priorities","ate (February 24, 2021) in order to complete our review of your health claim petition. Although we have made good progress on your petition during the past year, we find it necessary to request this additional extension due to our limited resources and competing priorities. We have been engaged in many activities related to COVID, but please be assured that responding to your petition is a priority for us. With this 1-year extension, we will notify you by February 24, 2022 that a proposed rule to provide use of the health claim will be published in the Federal Register, or that your petition is denied. Unless an extension for reaching a decision about the petition is mutually agreed upon between FDA and the petitioner, the petition would be deemed denied. Please reply to this letter (email is acceptable) and let me know if Unilever agrees to the 1-year extension we are requesting. Thank you for your patience and consideration. If you have any questions concerning the petition, please contact me at 240-402-2082.",https://www.regulations.gov/document/FDA-2017-P-4575-0196
FDA-2017-P-4575-0200,FDA-2017-P-4575,Response Letter to Unilever for a 1 year Extension,Unilever for a 1 year Extension,,Denied,Enforcement Discretion,medium,limited resources,"ent due date (February 24, 2023) to complete our review of your health claim petition. We are continuing to work on responding to your petition in addition to our other high priority work. As you are aware, we have limited resources, and many of them have been devoted to responding to the nationwide infant formula shortage in recent months. With this 1-year extension, we would inform you of our decision by February 24, 2024 that a proposed rule to provide use of the health claim will be published in the Federal Register, or that your petition is denied. Unless an extension for reaching a decision about the petition is mutually agreed upon between FDA and the petitioner, the petition would be deemed denied. Please reply to this letter (email is acceptable) and let me know if Unilever agrees to the 1-year extension we are requesting. Thank you again for your continuing patience and consideration. If you have any questions concerning the petition, please contact me at 240-402-2082. Sincerely, Mark A. Kantor, Ph.D. Divi",https://www.regulations.gov/document/FDA-2017-P-4575-0200
FDA-2019-P-5394-0004,FDA-2019-P-5394,Response Letter from FDA CFSAN to Consumer Healthc,FDA CFSAN to Consumer Healthc,CFSAN,Denied,Procedural - Administrative Deficiency,high,"regulation, format","Shalala, 221 F.3d 1151, 1158 (10th Cir. 2000). A careful review of the history of Page 3 – Mr. Spangler and Ms. Murphy As part of this new framework for dietary supplement regulation, DSHEA also amended the FD&C Act by adding section 413 (21 U.S.C. 350b), which defines the term “new dietary ingredient” (NDI). Section 413(a)(2) of the FD&C Act (21 U.S.C. 350b(a)(2)) requires the manufacturer or distributor of an NDI, or of the dietary supplement that contains the NDI, to submit a premarket notification to FDA (an NDI notification, or NDIN) that contains information that is the basis on which the manufacturer or distributor has concluded that a dietary supplement containing the NDI will reasonably be expected to be safe, unless the exception set forth under section 413(a)(1) of the FD&C Act (21 U.S.C. 350b(a)(1)) applies. The manufacturer or distributor of an NDI, or of the dietary supplement that contains the NDI, must submit the NDIN pursuant to 21 CFR 190.6 (§ 190.6).4 FDA reviews an NDIN to determine whether",https://www.regulations.gov/document/FDA-2019-P-5394-0004
FDA-2020-P-2289-0005,FDA-2020-P-2289,Response Letter from FDA CDRH to James N  Czaban  ,FDA CDRH to James N  Czaban,CDRH,Denied,Procedural - Administrative Deficiency,medium,regulation,"he garment.”1 In responding to this petition, FDA reviewed the petition, the facts presented, and the comments received to the docket (FDA-2020-P-2289-0001). In accordance with 21 CFR § 10.30(e), and for the reasons described below, we are denying your Petition. I. Request for Action In your petition, you request that FDA publish a new or amended regulation, Guidance document, and/or in the interim an Advisory Opinion, setting forth the following policies: 1) That garments described and referred to herein as “Daily-Wear Uniform Scrubs,” which are marketed to and worn by workers in healthcare facilities and settings, including physicians, nurses, medical technicians, orderlies, and other staff members, are not medical “devices” within the meaning of the FDCA and FDA regulations and are not regulated by the FDA when the following circumstances are applicable: 1Citizen Petition, Consolidated Citizen Petition and Request for Advisory Opinion, Confirmation of Non- Device Status of Daily-Wear Uniform Scrubs and Antimicrobial Daily-W",https://www.regulations.gov/document/FDA-2020-P-2289-0005
FDA-2004-P-0418-0003,FDA-2004-P-0418,"FDA/CDER to Olsson,Frank and Weeda, P.C. - Petition Denial","Olsson,Frank and Weeda, P.C",CDER,Denied,Procedural - Administrative Deficiency,medium,"regulation, disagree","propose for the reasons below. This petition was reviewed pursuant to Section 505(j)(2)(C) of the Act. Under Section 505(j)(2)(C)(i) of the Act and implementing regulations (21 CFR 314.93), such a petition will be approved unless the Food and Drug Administration (FDA) finds that investigations must be conducted to show the safety and effectiveness of the proposed strength which differs from the reference listed drug product. The FDA has determined that your proposed change in strength raises questions of safety and effectiveness, and has concluded that clinical trials are required for this specific proposed drug product. The approved labeling for Zofran ( ondansetron hydrochloride) Injection has two indications, post operative nausea and vomiting (PONV) and chemotherapy induced nausea and vomiting (CINV), each with different dosing recommendations. FDA believes that the availability of this new strength in a pre-filled syringe would likely lead to an increase in the risk 1 The FDA disagrees with the comments of Hyman, Phel",
FDA-2005-P-0059-0080,FDA-2005-P-0059,FDA/CDER to Williams & Connolly LLP ( American College of Gastroenterology) - Petition Denial,American College Of Gastroenterology,CDER,Denied,Procedural - Administrative Deficiency,medium,regulation,"reasons given below. This decision is based on a review of the Petition including the scientific and medical literature accompanying the Petition, the comments submitted on the petition,3 and the experience and judgment of the Agency. I This citizen petition was originally assigned docket number 2005P-0267/CPI, The number was changed to FDA-2005-P-0059 as a result of FDA's transition to its new docketing system (Regulations.gov) in January 2008. 2 The labeling for a generic drug product approved under an abbreviated new drug application (ANDA) is required to be the same as the labeling for the reference listed drug, with certain permissible differences not relevant here. See 21 U.S.C. 355U)(2)(A)(v), 21 CFR 314.94(a)(8)(iv); see also 21 CFR 314.127(a)(7). Therefore, removal of the warning quoted above from the labeling for Diprivan would require removal of the warning from the labeling for all generic versions ofthe drug approved under an ANDA as well. ) More than 300 comments were submitted on this Petition. A majority of",
FDA-2005-P-0206-0003,FDA-2005-P-0206,Petition Denial Letter,Morton Grove Pharmaceuticals,CDER,Denied,Other Denial Reason,low,,"ection 505G)(2)(C) of the Act. This petition was reviewed pursuant to Section 505G)(2)(C) of the Federal Food, Drug, and Cosmetic Act (Act). Under Sections 505G)(2)(C)(i) of the Act such a petition will be approved unless the Food and Drug Administration (FDA) finds that investigations must be conducted to show the safety and effectiveness of the dosage form or strength which differ from the listed drug product. This petition was evaluated with respect to the ""Pediatric Research Equity Act of2003"" (PREA) that was signed into law December 3, 2003. PREA requires that all applications for new active ingredients, new indications, new dosage forms, or new routes of administration include an assessment of the safety and effectiveness of the drug for the claimed indication in all relevant pediatric subpopulations unless the requirement is waived or deferred. Your ANDA suitability petition is affected by this Act beca~e it is a petition for a change in dosage form. Your petition is denied because it has been determined, under PREA",
FDA-2007-P-0064-0004,FDA-2007-P-0064,Citizen Petition Denial Letter from FDA CDER to Center for Dermatology and Laser Surgery,"Emil A. Tanghetti, M.D.",CDER,Denied,Procedural - Administrative Deficiency,medium,format,"other data and evidence available to the Agency. Based on our review of these materials, for the reasons set forth below, both Petitions are denied. However, as with all FDA-approved products, we will continue to monitor and review available safety information related to Ziana and take action as appropriate. I. BACKGROUND Antibacterial and other antimicrobial drugs have been used in human and veterinary medicine for more than 70 years, with tremendous benefits to both human and animal health. Many infections that once were fatal, or left individuals with severe disabilities, are now treatable or preventable. However, as your Petitions point out, the proliferation of drug-resistant bacterial and other microbial infections (sometimes called antimicrobial or antibiotic resistance)3 is a serious and growing health problem in the United States and worldwide. FDA is responding to the problem of antimicrobial resistance on many fronts. FDA has been a key participant in federal initiatives including the National Strategy to Comba",
FDA-2007-P-0171-0006,FDA-2007-P-0171,FDA to Warner Chilcott Inc. - Petition Denial,Warner Chilcott Inc.,CDER,Denied,Procedural - Administrative Deficiency,high,"regulation, compliance","o Ovcon 35 chewable tablets.) We have carefully reviewed the arguments set forth in your Petition. For the reasons stated below, we are denying each of your requests. I. BACKGROUND A. Ovcon 35 Chewable Tablets Ovcon 35 chewable tablets are a combination honnonal oral contraceptive product. This drug product provides a continuous 21-day regimen of active tablets followed by 7 placebo tablets. Each active chewable tablet contains 0.4 mg ofNE (a progc::stin) and 35 llg ofEE (an estrogen). Each placebo chewable tablet contains only inactive ingredients. I The Petition also includes a summary request ""that the Commissioner stay final approval and/or effective date of final approval of any 0.4 mg NE and 35 Ilg EE chewable tablets ANDAs unless there is phannaceutical equivalence and compliance with the applicable bioequivalence regulations, specifically, 21 C.F.R. § 320, and, as amended Section 5050)(8) ofthe Federal Food, Drug, and Cosmetic Act (""FDCA"")."" To the extent that this request simply asks FDA to follow the law and",
FDA-2007-P-0180-0021,FDA-2007-P-0180,FDA/CDER to Covington & Burling - Petition Denial,The Alliance Against Alveolar Soft Part Sarcoma And The Sarcoma Foundation Of America,CDER,Denied,Other Denial Reason,low,,"logics for the treatment ofrare cancers. Although we have determined that a guidance specific to development ofrare cancers is not warranted, we will be developing a guidance in the future regarding rare diseases. In a recent public law, FDA has been directed to establish a committee of FDA employees to recommend to the Commissioner of Food and Drugs appropriate preclinical, trial design, and regulatory paradigms and optimal solutions for the prevention; diagnosis, and treatment ofrare diseases.4 FDA is required to issue guidance based on the committee's recommendations for articles for use in the prevention, diagnosis, and treatment ofrare diseases (rare diseases guidance).5 While this guidance is not specific to rare cancers, we anticipate that it will address broad issues pertaining to all rare diseases, including rare cancers. We encourage you to participate in FDA's process for developing recommendations for the rare diseases guidance. As a first step, we announced in the Federal Register ofApril 30,2010, 75 FR 22819,",
FDA-2007-P-0401-0005,FDA-2007-P-0401,FDA/CDER to  Public Citizen's  Health Research Group- Petition Denial,Public Citizen Health Research Group,CDER,Denied,Procedural - Administrative Deficiency,medium,"regulation, outside","e an oral scientific presentation on the products reviewed, including a thorough safety and efficacy assessment, at all of FDA's Center for Drug Evaluation and Research (CDER) advisory committee meetings discussing a specific drug product.' We have carefully reviewed the arguments set forth in your petition. Although CDER generally provides an oral scientific presentation, for the reasons stated below, your petition is denied. I. BACKGROUND CDER uses advisory committees composed of experts from outside the Agency to provide the Center with independent advice and recommendations on scientific and technical matters related to the development and evaluation of regulated drug products. FDA establishes, selects members for, and directs the operation of its advisory committees in accordance with the Federal Advisory Committee Act (FACA) (5 U.S.c. App. 2) and FDA regulations at 21 CFR part 14. CDER requests advice from advisory committees on a variety of matters, including various aspects of clinical investigations and applica",
FDA-2007-P-0483-0006,FDA-2007-P-0483,"Denial Response Letter from FDA CDER to Matrix Laboratories, Inc.","Matrix Laboratories, Inc.",CDER,Denied,Procedural - Administrative Deficiency,high,"21 cfr 10, cfr 10, format","93(e)(1)(vi). Therefore, FDA denies your petition because a drug product is approved in an NDA for the change described in the petition (Norvir® (Ritonavir) 100 mg Tablets, approved under NDA 022417, held by Abbvie, Inc.) If you disagree with our determination concerning the approvability of your petition as originally submitted, you may seek a reconsideration of the decision not to approve your petition following the procedures set forth in 21 CFR 10.33. Requests for reconsideration must be based solely on the information contained in your original petition and must be submitted in accordance with 21 CFR 10.20, in the format outlined in § 10.33 and no later than 30 days after the date of the decision involved. Petitions for reconsideration should be filed with the Dockets Management Branch at the address listed below. If there is additional information not included as part of your original submission that you would like the Agency to consider, you should submit a new petition including all the necessary information to",
FDA-2007-P-0497-0004,FDA-2007-P-0497,"FDA Response to Norbrook, Inc. - Petition Denial",Norbrook Inc.,CVM,Denied,Procedural - Administrative Deficiency,high,"cfr 10, format, submission","tition as originally submitted, you may seek a reconsideration of the denial following the procedures set forth in 2 1 CFR 10.33. kequests for reconsideration must be based solely on the information contained in your original petition and must be submitted in accordance with 2 1 CFR Section 10.20, in the format outlined in Section 10.33 and no later than 30 days after the date of the decision involved. Petitions for reconsideration should be filed with the Dockets Management Branch at the address listed below. If there is additional information, not included as part of your original submission that you would like the FDA to consider, you should submit a new petition including all the necessary information to the Dockets Management Branch. A copy of this letter denying your petition will be placed on public display in the Division of Dockets Management, Mail Stop HFA-305, Food and Drug Administration, 5630 Fishers Lane, Room 106 1, Rockville, MD 20852. If you have any questions, please contact Dr. John K. Harshman, Team Le",
FDA-2000-P-0183-0001,FDA-2000-P-0183,Petition Denial from FDA OC to Robert Cohen,FDA OC to Robert Cohen,ORA,Denied,Procedural - Administrative Deficiency,medium,"regulation, previously, disagree","You disagree with this determination, presumably because of your assertion that new evidence suggests that “freak amino acids” are produced when the bovine growth hormone is recombined with E. coli bacteria. You also maintain that FDA has developed a “substantial equivalence” policy that eases the burden on applicants for approval of genetically modified organisms, but you argue that the policy should not apply to Upjohn’s application. For these reasons, you contend that Upjohn has the burden of conducting the same testing and research that was required of Monsanto in its application for approval of its rbGH product, PosilacB. We are denying your petition. Under our regulations, 21 C.F.R. $5 14.1 I(b), we cannot disclose the existence of a New Animal Drug Application (NADA) unless such existence has previously been publicly disclosed or acknowledged by a sponsor. We are not aware that the existence or nonexistence of an NADA has been previously disclosed or acknowledged. Obviously, we could not grant your petition when our",https://www.regulations.gov/document/FDA-2000-P-0183-0001
FDA-2002-P-0007-0013,FDA-2002-P-0007,FDA CDER Response to The Weinberg Group Inc Denial,The Weinberg Group Inc Denial,CDER,Denied,Other Denial Reason,low,,"sher: This is in response to your petition for reconsideration filed on June 1, 2004, requesting that the Food and Drug Administration (FDA) reconsider its denial, in a letter dated April 29, 2004, of your petition filed on September 16, 2002, which sought permission to file an Abbreviated New Drug Application (ANDA) for the following drug products: Cefuroxime Axetil Tablets for Oral Suspension, 125 mg and 250 mg. The listed drug products to which you refer in your petitions are Ceftin® (cefuroxime axetil) Powder for Oral Suspension, 125 mg/5 mL and 250 mg/5 mL, approved under NDA 050672 held by GlaxoSmithKline. Your request involves a change in dosage form from the listed drug product (i.e., from powder for oral suspension to tablets for oral suspension). The change that you request is the type of change that is authorized under Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (Act). However, for the reasons explained below, the Agency denies your request. This petition was reviewed pursuant to Section 505",https://www.regulations.gov/document/FDA-2002-P-0007-0013
FDA-2002-P-0007-0003,FDA-2002-P-0007,Petition Denial from FDA CDER to The Weinberg Grou,FDA CDER to The Weinberg Grou,CDER,Denied,Procedural - Administrative Deficiency,medium,"format, adequate","0-672 held by GlaxoSmithKline. This petition was reviewed pursuant to Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act. (Act). Under Sections 505@(2)(C)(i) and (ii) of the Act such a petition will be approved unless the Food and Drug Administration (FDA) finds that investigations must be conducted to show the safet.y and effectiveness of the proposed drug product, or of any of its active ingredients, the route of administration., the dosage form, or strength which differ from the listed drug product; or that any drug product with a different active ingredient may not be adequately evaluated for approval as safe and effective on the basis of the information required to be submitted in an abbreviated application. Your request involves a change in dosage form from that of the listed drug product (i.e., from powder for oral suspension to tablets for oral suspension). The change that you request is the type of change that is authorized under Section 505(i)(2)(C) of the Act. The FDA has determined that your propo",https://www.regulations.gov/document/FDA-2002-P-0007-0003
FDA-2003-P-0179-0002,FDA-2003-P-0179,Petition Denial from FDA CDER to Hogan   Hartson  ,FDA CDER to Hogan   Hartson,CDER,Denied,Procedural - Administrative Deficiency,medium,"format, current","us and Streptococcus pyogenes. In December 2002, we approved Clay-Park’s NDA for mupirocin (NDA 50-788) under section 505(b)(2) of the Act. FDA allowed Clay-Park to duplicate certain sections of the approved labeling for Bactroban for use in treating impetigo. However, the Clay-Park labeling does not duplicate Bactroban’s full Microbiology labeling. Clay-Park chose to delete the methicillin-resistant Staphylococcus aweus (MRSA) information rather than provide additional data requested by FDA. ’ Your petition cites 21 CFR 320.24(b)(2), but we assume that this was a typographical error. 2 1 CFR 320.24(b)(2) refers to a urmary excretion study. 2 I CFX 320.24(b)(4) refers to well-controlled clinical trials. Docket No. 03P-014O/CPl II. Discussion A. ANDAs Submitted Under .505(j) of the Act and NDAs Submitted Under 505(b)(2) of the Act The Drug Price Competition andPatent Term Restoration Act of 1984 (the Hatch- Waxman Amendments) created section 505(j) of the Act, which established the current ANDA approval process. An AND",https://www.regulations.gov/document/FDA-2003-P-0179-0002
